incident_id,device_id,category,severity,opened_at,summary
INC-00205,LAPTOP-0054,Compliance Drift,High,2026-07-24T17:00:00Z,LAPTOP-0054 reported compliance drift with DEX 57.
INC-00206,LAPTOP-0054,CPU Saturation,High,2026-07-23T20:00:00Z,LAPTOP-0054 reported cpu saturation with DEX 57.
INC-00207,LAPTOP-0054,Teams Crash,Medium,2026-07-25T12:00:00Z,LAPTOP-0054 reported teams crash with DEX 57.
INC-00208,LAPTOP-0054,Disk Full,Medium,2026-07-03T15:00:00Z,LAPTOP-0054 reported disk full with DEX 57.
INC-00209,LAPTOP-0054,Compliance Drift,Critical,2026-07-13T19:00:00Z,LAPTOP-0054 reported compliance drift with DEX 57.
INC-00210,LAPTOP-0055,Teams Crash,Medium,2026-07-12T22:00:00Z,LAPTOP-0055 reported teams crash with DEX 66.
INC-00211,LAPTOP-0056,VPN Disconnect,High,2026-07-24T13:00:00Z,LAPTOP-0056 reported vpn disconnect with DEX 55.
INC-00212,LAPTOP-0056,OneDrive Sync,Low,2026-07-26T12:00:00Z,LAPTOP-0056 reported onedrive sync with DEX 55.
INC-00213,LAPTOP-0056,Wi-Fi Instability,Medium,2026-07-27T00:00:00Z,LAPTOP-0056 reported wi-fi instability with DEX 55.
INC-00214,LAPTOP-0056,Memory Pressure,Medium,2026-07-04T16:00:00Z,LAPTOP-0056 reported memory pressure with DEX 55.
INC-00215,LAPTOP-0057,Wi-Fi Instability,Low,2026-07-03T01:00:00Z,LAPTOP-0057 reported wi-fi instability with DEX 67.
INC-00216,LAPTOP-0057,Memory Pressure,Low,2026-07-22T06:00:00Z,LAPTOP-0057 reported memory pressure with DEX 67.
INC-00217,LAPTOP-0057,VPN Disconnect,High,2026-07-13T08:00:00Z,LAPTOP-0057 reported vpn disconnect with DEX 67.
INC-00218,LAPTOP-0057,OneDrive Sync,Low,2026-07-25T22:00:00Z,LAPTOP-0057 reported onedrive sync with DEX 67.
INC-00219,LAPTOP-0058,VPN Disconnect,Low,2026-07-25T16:00:00Z,LAPTOP-0058 reported vpn disconnect with DEX 46.
INC-00220,LAPTOP-0058,OneDrive Sync,High,2026-07-01T14:00:00Z,LAPTOP-0058 reported onedrive sync with DEX 46.
INC-00221,LAPTOP-0058,Wi-Fi Instability,Medium,2026-07-16T08:00:00Z,LAPTOP-0058 reported wi-fi instability with DEX 46.
INC-00222,LAPTOP-0059,Compliance Drift,Medium,2026-07-15T09:00:00Z,LAPTOP-0059 reported compliance drift with DEX 69.
INC-00223,LAPTOP-0059,CPU Saturation,Medium,2026-07-24T06:00:00Z,LAPTOP-0059 reported cpu saturation with DEX 69.
INC-00224,LAPTOP-0059,Teams Crash,High,2026-07-08T20:00:00Z,LAPTOP-0059 reported teams crash with DEX 69.
INC-00225,LAPTOP-0059,Disk Full,Critical,2026-07-01T06:00:00Z,LAPTOP-0059 reported disk full with DEX 69.
INC-00226,LAPTOP-0059,Compliance Drift,Medium,2026-07-09T00:00:00Z,LAPTOP-0059 reported compliance drift with DEX 69.
INC-00227,LAPTOP-0060,VPN Disconnect,Low,2026-07-16T12:00:00Z,LAPTOP-0060 reported vpn disconnect with DEX 25.
INC-00228,LAPTOP-0060,OneDrive Sync,Medium,2026-07-02T14:00:00Z,LAPTOP-0060 reported onedrive sync with DEX 25.
INC-00229,LAPTOP-0060,Wi-Fi Instability,Medium,2026-07-19T15:00:00Z,LAPTOP-0060 reported wi-fi instability with DEX 25.
INC-00230,LAPTOP-0060,Memory Pressure,Low,2026-07-20T15:00:00Z,LAPTOP-0060 reported memory pressure with DEX 25.
INC-00231,LAPTOP-0060,VPN Disconnect,High,2026-07-15T15:00:00Z,LAPTOP-0060 reported vpn disconnect with DEX 25.
INC-00232,LAPTOP-0060,OneDrive Sync,Medium,2026-07-01T21:00:00Z,LAPTOP-0060 reported onedrive sync with DEX 25.
INC-00233,LAPTOP-0060,Wi-Fi Instability,High,2026-07-17T00:00:00Z,LAPTOP-0060 reported wi-fi instability with DEX 25.
INC-00234,LAPTOP-0062,Teams Crash,Low,2026-07-24T10:00:00Z,LAPTOP-0062 reported teams crash with DEX 63.
INC-00235,LAPTOP-0062,Disk Full,Low,2026-07-15T03:00:00Z,LAPTOP-0062 reported disk full with DEX 63.
INC-00236,LAPTOP-0062,Compliance Drift,Medium,2026-07-18T19:00:00Z,LAPTOP-0062 reported compliance drift with DEX 63.
INC-00237,LAPTOP-0062,CPU Saturation,Medium,2026-07-10T08:00:00Z,LAPTOP-0062 reported cpu saturation with DEX 63.
INC-00238,LAPTOP-0062,Teams Crash,Low,2026-07-11T06:00:00Z,LAPTOP-0062 reported teams crash with DEX 63.
INC-00239,LAPTOP-0062,Disk Full,Low,2026-07-13T09:00:00Z,LAPTOP-0062 reported disk full with DEX 63.
INC-00240,LAPTOP-0062,Compliance Drift,Low,2026-07-12T03:00:00Z,LAPTOP-0062 reported compliance drift with DEX 63.
INC-00241,LAPTOP-0063,Memory Pressure,Medium,2026-07-12T20:00:00Z,LAPTOP-0063 reported memory pressure with DEX 73.
INC-00242,LAPTOP-0064,Teams Crash,Low,2026-07-05T13:00:00Z,LAPTOP-0064 reported teams crash with DEX 70.
INC-00243,LAPTOP-0064,Disk Full,Medium,2026-07-20T10:00:00Z,LAPTOP-0064 reported disk full with DEX 70.
INC-00244,LAPTOP-0064,Compliance Drift,Low,2026-07-27T15:00:00Z,LAPTOP-0064 reported compliance drift with DEX 70.
INC-00245,LAPTOP-0064,CPU Saturation,High,2026-07-03T15:00:00Z,LAPTOP-0064 reported cpu saturation with DEX 70.
INC-00246,LAPTOP-0064,Teams Crash,Medium,2026-07-26T17:00:00Z,LAPTOP-0064 reported teams crash with DEX 70.
INC-00247,LAPTOP-0064,Disk Full,Low,2026-07-05T16:00:00Z,LAPTOP-0064 reported disk full with DEX 70.
INC-00248,LAPTOP-0065,CPU Saturation,High,2026-07-10T00:00:00Z,LAPTOP-0065 reported cpu saturation with DEX 86.
INC-00249,LAPTOP-0065,Teams Crash,Low,2026-07-13T10:00:00Z,LAPTOP-0065 reported teams crash with DEX 86.
INC-00250,LAPTOP-0065,Disk Full,Medium,2026-07-02T04:00:00Z,LAPTOP-0065 reported disk full with DEX 86.
INC-00251,LAPTOP-0065,Compliance Drift,Low,2026-07-17T03:00:00Z,LAPTOP-0065 reported compliance drift with DEX 86.
INC-00252,LAPTOP-0066,Disk Full,High,2026-07-12T07:00:00Z,LAPTOP-0066 reported disk full with DEX 43.
INC-00253,LAPTOP-0067,OneDrive Sync,Medium,2026-07-02T09:00:00Z,LAPTOP-0067 reported onedrive sync with DEX 70.
INC-00254,LAPTOP-0067,Wi-Fi Instability,High,2026-07-18T03:00:00Z,LAPTOP-0067 reported wi-fi instability with DEX 70.
INC-00255,LAPTOP-0067,Memory Pressure,Low,2026-07-08T12:00:00Z,LAPTOP-0067 reported memory pressure with DEX 70.
INC-00256,LAPTOP-0067,VPN Disconnect,High,2026-07-21T16:00:00Z,LAPTOP-0067 reported vpn disconnect with DEX 70.
INC-00257,LAPTOP-0067,OneDrive Sync,Medium,2026-07-25T17:00:00Z,LAPTOP-0067 reported onedrive sync with DEX 70.
INC-00258,LAPTOP-0067,Wi-Fi Instability,High,2026-07-16T22:00:00Z,LAPTOP-0067 reported wi-fi instability with DEX 70.
INC-00259,LAPTOP-0067,Memory Pressure,High,2026-07-19T02:00:00Z,LAPTOP-0067 reported memory pressure with DEX 70.
INC-00260,LAPTOP-0068,Disk Full,Low,2026-07-22T13:00:00Z,LAPTOP-0068 reported disk full with DEX 40.
INC-00261,LAPTOP-0068,Compliance Drift,Low,2026-07-24T05:00:00Z,LAPTOP-0068 reported compliance drift with DEX 40.
INC-00262,LAPTOP-0068,CPU Saturation,Low,2026-07-22T01:00:00Z,LAPTOP-0068 reported cpu saturation with DEX 40.
INC-00263,LAPTOP-0068,Teams Crash,Low,2026-07-18T12:00:00Z,LAPTOP-0068 reported teams crash with DEX 40.
INC-00264,LAPTOP-0068,Disk Full,Medium,2026-07-13T11:00:00Z,LAPTOP-0068 reported disk full with DEX 40.
INC-00265,LAPTOP-0068,Compliance Drift,Low,2026-07-23T13:00:00Z,LAPTOP-0068 reported compliance drift with DEX 40.
INC-00266,LAPTOP-0069,Teams Crash,High,2026-07-17T03:00:00Z,LAPTOP-0069 reported teams crash with DEX 34.
INC-00267,LAPTOP-0070,VPN Disconnect,Medium,2026-07-25T07:00:00Z,LAPTOP-0070 reported vpn disconnect with DEX 55.
INC-00268,LAPTOP-0070,OneDrive Sync,Low,2026-07-13T12:00:00Z,LAPTOP-0070 reported onedrive sync with DEX 55.
INC-00269,LAPTOP-0070,Wi-Fi Instability,Medium,2026-07-23T08:00:00Z,LAPTOP-0070 reported wi-fi instability with DEX 55.
INC-00270,LAPTOP-0070,Memory Pressure,High,2026-07-07T00:00:00Z,LAPTOP-0070 reported memory pressure with DEX 55.
INC-00271,LAPTOP-0070,VPN Disconnect,Low,2026-07-05T19:00:00Z,LAPTOP-0070 reported vpn disconnect with DEX 55.
INC-00272,LAPTOP-0070,OneDrive Sync,Medium,2026-07-02T21:00:00Z,LAPTOP-0070 reported onedrive sync with DEX 55.
INC-00273,LAPTOP-0070,Wi-Fi Instability,Medium,2026-07-10T07:00:00Z,LAPTOP-0070 reported wi-fi instability with DEX 55.
INC-00274,LAPTOP-0071,Teams Crash,High,2026-07-25T09:00:00Z,LAPTOP-0071 reported teams crash with DEX 46.
INC-00275,LAPTOP-0072,VPN Disconnect,High,2026-07-15T07:00:00Z,LAPTOP-0072 reported vpn disconnect with DEX 61.
INC-00276,LAPTOP-0074,Disk Full,High,2026-07-07T16:00:00Z,LAPTOP-0074 reported disk full with DEX 46.
INC-00277,LAPTOP-0074,Compliance Drift,Low,2026-07-02T03:00:00Z,LAPTOP-0074 reported compliance drift with DEX 46.
INC-00278,LAPTOP-0074,CPU Saturation,Medium,2026-07-06T21:00:00Z,LAPTOP-0074 reported cpu saturation with DEX 46.
INC-00279,LAPTOP-0074,Teams Crash,Medium,2026-07-04T12:00:00Z,LAPTOP-0074 reported teams crash with DEX 46.
INC-00280,LAPTOP-0074,Disk Full,Medium,2026-07-25T22:00:00Z,LAPTOP-0074 reported disk full with DEX 46.
INC-00281,LAPTOP-0075,Memory Pressure,High,2026-07-14T07:00:00Z,LAPTOP-0075 reported memory pressure with DEX 51.
INC-00282,LAPTOP-0075,VPN Disconnect,Low,2026-07-25T02:00:00Z,LAPTOP-0075 reported vpn disconnect with DEX 51.
INC-00283,LAPTOP-0076,VPN Disconnect,Low,2026-07-08T14:00:00Z,LAPTOP-0076 reported vpn disconnect with DEX 71.
INC-00284,LAPTOP-0076,OneDrive Sync,Low,2026-07-22T01:00:00Z,LAPTOP-0076 reported onedrive sync with DEX 71.
INC-00285,LAPTOP-0076,Wi-Fi Instability,Low,2026-07-06T21:00:00Z,LAPTOP-0076 reported wi-fi instability with DEX 71.
INC-00286,LAPTOP-0077,Compliance Drift,Medium,2026-07-20T06:00:00Z,LAPTOP-0077 reported compliance drift with DEX 55.
INC-00287,LAPTOP-0077,CPU Saturation,Low,2026-07-01T07:00:00Z,LAPTOP-0077 reported cpu saturation with DEX 55.
INC-00288,LAPTOP-0077,Teams Crash,Low,2026-07-05T04:00:00Z,LAPTOP-0077 reported teams crash with DEX 55.
INC-00289,LAPTOP-0077,Disk Full,Medium,2026-07-15T16:00:00Z,LAPTOP-0077 reported disk full with DEX 55.
INC-00290,LAPTOP-0077,Compliance Drift,Medium,2026-07-02T00:00:00Z,LAPTOP-0077 reported compliance drift with DEX 55.
INC-00291,LAPTOP-0078,VPN Disconnect,Medium,2026-07-25T07:00:00Z,LAPTOP-0078 reported vpn disconnect with DEX 47.
INC-00292,LAPTOP-0078,OneDrive Sync,Low,2026-07-27T02:00:00Z,LAPTOP-0078 reported onedrive sync with DEX 47.
INC-00293,LAPTOP-0078,Wi-Fi Instability,Critical,2026-07-26T10:00:00Z,LAPTOP-0078 reported wi-fi instability with DEX 47.
INC-00294,LAPTOP-0079,Compliance Drift,High,2026-07-12T05:00:00Z,LAPTOP-0079 reported compliance drift with DEX 61.
INC-00295,LAPTOP-0079,CPU Saturation,High,2026-07-20T15:00:00Z,LAPTOP-0079 reported cpu saturation with DEX 61.
INC-00296,LAPTOP-0079,Teams Crash,Medium,2026-07-07T05:00:00Z,LAPTOP-0079 reported teams crash with DEX 61.
INC-00297,LAPTOP-0079,Disk Full,Low,2026-07-09T02:00:00Z,LAPTOP-0079 reported disk full with DEX 61.
INC-00298,LAPTOP-0080,Teams Crash,High,2026-07-18T05:00:00Z,LAPTOP-0080 reported teams crash with DEX 45.
INC-00299,LAPTOP-0080,Disk Full,Medium,2026-07-23T18:00:00Z,LAPTOP-0080 reported disk full with DEX 45.
INC-00300,LAPTOP-0080,Compliance Drift,Low,2026-07-11T16:00:00Z,LAPTOP-0080 reported compliance drift with DEX 45.
INC-00301,LAPTOP-0080,CPU Saturation,High,2026-07-15T18:00:00Z,LAPTOP-0080 reported cpu saturation with DEX 45.
INC-00302,LAPTOP-0080,Teams Crash,High,2026-07-20T16:00:00Z,LAPTOP-0080 reported teams crash with DEX 45.
INC-00303,LAPTOP-0080,Disk Full,Low,2026-07-08T01:00:00Z,LAPTOP-0080 reported disk full with DEX 45.
INC-00304,LAPTOP-0081,CPU Saturation,Medium,2026-07-27T00:00:00Z,LAPTOP-0081 reported cpu saturation with DEX 67.
INC-00305,LAPTOP-0081,Teams Crash,Low,2026-07-17T02:00:00Z,LAPTOP-0081 reported teams crash with DEX 67.
INC-00306,LAPTOP-0081,Disk Full,Low,2026-07-26T13:00:00Z,LAPTOP-0081 reported disk full with DEX 67.
INC-00307,LAPTOP-0081,Compliance Drift,Low,2026-07-11T10:00:00Z,LAPTOP-0081 reported compliance drift with DEX 67.
INC-00308,LAPTOP-0081,CPU Saturation,Low,2026-07-15T03:00:00Z,LAPTOP-0081 reported cpu saturation with DEX 67.
INC-00309,LAPTOP-0082,OneDrive Sync,Medium,2026-07-26T14:00:00Z,LAPTOP-0082 reported onedrive sync with DEX 38.
INC-00310,LAPTOP-0082,Wi-Fi Instability,Medium,2026-07-15T18:00:00Z,LAPTOP-0082 reported wi-fi instability with DEX 38.
INC-00311,LAPTOP-0082,Memory Pressure,Low,2026-07-01T22:00:00Z,LAPTOP-0082 reported memory pressure with DEX 38.
INC-00312,LAPTOP-0082,VPN Disconnect,Low,2026-07-12T19:00:00Z,LAPTOP-0082 reported vpn disconnect with DEX 38.
INC-00313,LAPTOP-0082,OneDrive Sync,Critical,2026-07-25T09:00:00Z,LAPTOP-0082 reported onedrive sync with DEX 38.
INC-00314,LAPTOP-0082,Wi-Fi Instability,High,2026-07-12T10:00:00Z,LAPTOP-0082 reported wi-fi instability with DEX 38.
INC-00315,LAPTOP-0083,VPN Disconnect,Low,2026-07-19T01:00:00Z,LAPTOP-0083 reported vpn disconnect with DEX 62.
INC-00316,LAPTOP-0083,OneDrive Sync,Medium,2026-07-09T07:00:00Z,LAPTOP-0083 reported onedrive sync with DEX 62.
INC-00317,LAPTOP-0084,OneDrive Sync,Low,2026-07-07T02:00:00Z,LAPTOP-0084 reported onedrive sync with DEX 68.
INC-00318,LAPTOP-0084,Wi-Fi Instability,Medium,2026-07-04T18:00:00Z,LAPTOP-0084 reported wi-fi instability with DEX 68.
INC-00319,LAPTOP-0084,Memory Pressure,Low,2026-07-01T11:00:00Z,LAPTOP-0084 reported memory pressure with DEX 68.
INC-00320,LAPTOP-0084,VPN Disconnect,Medium,2026-07-11T01:00:00Z,LAPTOP-0084 reported vpn disconnect with DEX 68.
INC-00321,LAPTOP-0084,OneDrive Sync,Medium,2026-07-15T17:00:00Z,LAPTOP-0084 reported onedrive sync with DEX 68.
INC-00322,LAPTOP-0085,Teams Crash,Low,2026-07-25T01:00:00Z,LAPTOP-0085 reported teams crash with DEX 41.
INC-00323,LAPTOP-0085,Disk Full,Low,2026-07-10T02:00:00Z,LAPTOP-0085 reported disk full with DEX 41.
INC-00324,LAPTOP-0085,Compliance Drift,Low,2026-07-23T01:00:00Z,LAPTOP-0085 reported compliance drift with DEX 41.
INC-00325,LAPTOP-0085,CPU Saturation,Low,2026-07-11T20:00:00Z,LAPTOP-0085 reported cpu saturation with DEX 41.
INC-00326,LAPTOP-0087,Compliance Drift,High,2026-07-22T20:00:00Z,LAPTOP-0087 reported compliance drift with DEX 44.
INC-00327,LAPTOP-0087,CPU Saturation,Low,2026-07-26T08:00:00Z,LAPTOP-0087 reported cpu saturation with DEX 44.
INC-00328,LAPTOP-0087,Teams Crash,Medium,2026-07-17T14:00:00Z,LAPTOP-0087 reported teams crash with DEX 44.
INC-00329,LAPTOP-0087,Disk Full,Low,2026-07-24T19:00:00Z,LAPTOP-0087 reported disk full with DEX 44.
INC-00330,LAPTOP-0087,Compliance Drift,Medium,2026-07-15T16:00:00Z,LAPTOP-0087 reported compliance drift with DEX 44.
INC-00331,LAPTOP-0087,CPU Saturation,Medium,2026-07-19T03:00:00Z,LAPTOP-0087 reported cpu saturation with DEX 44.
INC-00332,LAPTOP-0088,Disk Full,Critical,2026-07-17T10:00:00Z,LAPTOP-0088 reported disk full with DEX 44.
INC-00333,LAPTOP-0088,Compliance Drift,Medium,2026-07-16T22:00:00Z,LAPTOP-0088 reported compliance drift with DEX 44.
INC-00334,LAPTOP-0088,CPU Saturation,Low,2026-07-09T09:00:00Z,LAPTOP-0088 reported cpu saturation with DEX 44.
INC-00335,LAPTOP-0088,Teams Crash,Low,2026-07-27T15:00:00Z,LAPTOP-0088 reported teams crash with DEX 44.
INC-00336,LAPTOP-0088,Disk Full,Low,2026-07-20T10:00:00Z,LAPTOP-0088 reported disk full with DEX 44.
INC-00337,LAPTOP-0089,Memory Pressure,Medium,2026-07-24T20:00:00Z,LAPTOP-0089 reported memory pressure with DEX 40.
INC-00338,LAPTOP-0089,VPN Disconnect,High,2026-07-13T02:00:00Z,LAPTOP-0089 reported vpn disconnect with DEX 40.
INC-00339,LAPTOP-0089,OneDrive Sync,Low,2026-07-05T07:00:00Z,LAPTOP-0089 reported onedrive sync with DEX 40.
INC-00340,LAPTOP-0089,Wi-Fi Instability,Low,2026-07-05T07:00:00Z,LAPTOP-0089 reported wi-fi instability with DEX 40.
INC-00341,LAPTOP-0090,OneDrive Sync,High,2026-07-21T20:00:00Z,LAPTOP-0090 reported onedrive sync with DEX 32.
INC-00342,LAPTOP-0090,Wi-Fi Instability,Low,2026-07-20T04:00:00Z,LAPTOP-0090 reported wi-fi instability with DEX 32.
INC-00343,LAPTOP-0090,Memory Pressure,Critical,2026-07-21T22:00:00Z,LAPTOP-0090 reported memory pressure with DEX 32.
INC-00344,LAPTOP-0090,VPN Disconnect,High,2026-07-23T03:00:00Z,LAPTOP-0090 reported vpn disconnect with DEX 32.
INC-00345,LAPTOP-0091,Memory Pressure,Low,2026-07-14T12:00:00Z,LAPTOP-0091 reported memory pressure with DEX 36.
INC-00346,LAPTOP-0091,VPN Disconnect,Low,2026-07-12T16:00:00Z,LAPTOP-0091 reported vpn disconnect with DEX 36.
INC-00347,LAPTOP-0091,OneDrive Sync,Low,2026-07-02T14:00:00Z,LAPTOP-0091 reported onedrive sync with DEX 36.
INC-00348,LAPTOP-0091,Wi-Fi Instability,Low,2026-07-12T05:00:00Z,LAPTOP-0091 reported wi-fi instability with DEX 36.
INC-00349,LAPTOP-0091,Memory Pressure,Low,2026-07-16T01:00:00Z,LAPTOP-0091 reported memory pressure with DEX 36.
INC-00350,LAPTOP-0091,VPN Disconnect,Medium,2026-07-03T03:00:00Z,LAPTOP-0091 reported vpn disconnect with DEX 36.
INC-00351,LAPTOP-0092,Wi-Fi Instability,Low,2026-07-12T12:00:00Z,LAPTOP-0092 reported wi-fi instability with DEX 66.
INC-00352,LAPTOP-0092,Memory Pressure,Critical,2026-07-27T10:00:00Z,LAPTOP-0092 reported memory pressure with DEX 66.
INC-00353,LAPTOP-0092,VPN Disconnect,Low,2026-07-11T06:00:00Z,LAPTOP-0092 reported vpn disconnect with DEX 66.
INC-00354,LAPTOP-0092,OneDrive Sync,Low,2026-07-05T13:00:00Z,LAPTOP-0092 reported onedrive sync with DEX 66.
INC-00355,LAPTOP-0092,Wi-Fi Instability,Medium,2026-07-17T21:00:00Z,LAPTOP-0092 reported wi-fi instability with DEX 66.
INC-00356,LAPTOP-0092,Memory Pressure,Critical,2026-07-16T08:00:00Z,LAPTOP-0092 reported memory pressure with DEX 66.
INC-00357,LAPTOP-0093,OneDrive Sync,Medium,2026-07-04T14:00:00Z,LAPTOP-0093 reported onedrive sync with DEX 74.
INC-00358,LAPTOP-0093,Wi-Fi Instability,Medium,2026-07-14T04:00:00Z,LAPTOP-0093 reported wi-fi instability with DEX 74.
INC-00359,LAPTOP-0093,Memory Pressure,Low,2026-07-10T22:00:00Z,LAPTOP-0093 reported memory pressure with DEX 74.
INC-00360,LAPTOP-0093,VPN Disconnect,Medium,2026-07-26T00:00:00Z,LAPTOP-0093 reported vpn disconnect with DEX 74.
INC-00361,LAPTOP-0093,OneDrive Sync,High,2026-07-09T20:00:00Z,LAPTOP-0093 reported onedrive sync with DEX 74.
INC-00362,LAPTOP-0093,Wi-Fi Instability,Low,2026-07-01T12:00:00Z,LAPTOP-0093 reported wi-fi instability with DEX 74.
INC-00363,LAPTOP-0093,Memory Pressure,Low,2026-07-11T16:00:00Z,LAPTOP-0093 reported memory pressure with DEX 74.
INC-00364,LAPTOP-0095,Disk Full,Medium,2026-07-22T22:00:00Z,LAPTOP-0095 reported disk full with DEX 56.
INC-00365,LAPTOP-0095,Compliance Drift,Low,2026-07-01T18:00:00Z,LAPTOP-0095 reported compliance drift with DEX 56.
INC-00366,LAPTOP-0095,CPU Saturation,High,2026-07-10T02:00:00Z,LAPTOP-0095 reported cpu saturation with DEX 56.
INC-00367,LAPTOP-0095,Teams Crash,Low,2026-07-14T20:00:00Z,LAPTOP-0095 reported teams crash with DEX 56.
INC-00368,LAPTOP-0095,Disk Full,Medium,2026-07-07T14:00:00Z,LAPTOP-0095 reported disk full with DEX 56.
INC-00369,LAPTOP-0096,Memory Pressure,Critical,2026-07-07T05:00:00Z,LAPTOP-0096 reported memory pressure with DEX 64.
INC-00370,LAPTOP-0096,VPN Disconnect,Critical,2026-07-25T20:00:00Z,LAPTOP-0096 reported vpn disconnect with DEX 64.
INC-00371,LAPTOP-0096,OneDrive Sync,Low,2026-07-09T11:00:00Z,LAPTOP-0096 reported onedrive sync with DEX 64.
INC-00372,LAPTOP-0097,Disk Full,Low,2026-07-02T16:00:00Z,LAPTOP-0097 reported disk full with DEX 59.
INC-00373,LAPTOP-0097,Compliance Drift,Low,2026-07-22T10:00:00Z,LAPTOP-0097 reported compliance drift with DEX 59.
INC-00374,LAPTOP-0097,CPU Saturation,Medium,2026-07-12T09:00:00Z,LAPTOP-0097 reported cpu saturation with DEX 59.
INC-00375,LAPTOP-0097,Teams Crash,Low,2026-07-20T08:00:00Z,LAPTOP-0097 reported teams crash with DEX 59.
INC-00376,LAPTOP-0097,Disk Full,Medium,2026-07-25T01:00:00Z,LAPTOP-0097 reported disk full with DEX 59.
INC-00377,LAPTOP-0098,Memory Pressure,Low,2026-07-20T17:00:00Z,LAPTOP-0098 reported memory pressure with DEX 50.
INC-00378,LAPTOP-0098,VPN Disconnect,Critical,2026-07-08T00:00:00Z,LAPTOP-0098 reported vpn disconnect with DEX 50.
INC-00379,LAPTOP-0098,OneDrive Sync,High,2026-07-02T21:00:00Z,LAPTOP-0098 reported onedrive sync with DEX 50.
INC-00380,LAPTOP-0098,Wi-Fi Instability,Low,2026-07-11T19:00:00Z,LAPTOP-0098 reported wi-fi instability with DEX 50.
INC-00381,LAPTOP-0098,Memory Pressure,Medium,2026-07-02T11:00:00Z,LAPTOP-0098 reported memory pressure with DEX 50.
INC-00382,LAPTOP-0098,VPN Disconnect,Low,2026-07-14T09:00:00Z,LAPTOP-0098 reported vpn disconnect with DEX 50.
INC-00383,LAPTOP-0099,Wi-Fi Instability,Low,2026-07-12T10:00:00Z,LAPTOP-0099 reported wi-fi instability with DEX 39.
INC-00384,LAPTOP-0099,Memory Pressure,Low,2026-07-08T05:00:00Z,LAPTOP-0099 reported memory pressure with DEX 39.
INC-00385,LAPTOP-0099,VPN Disconnect,Medium,2026-07-04T14:00:00Z,LAPTOP-0099 reported vpn disconnect with DEX 39.
INC-00386,LAPTOP-0099,OneDrive Sync,Medium,2026-07-17T16:00:00Z,LAPTOP-0099 reported onedrive sync with DEX 39.
INC-00387,LAPTOP-0099,Wi-Fi Instability,Medium,2026-07-03T05:00:00Z,LAPTOP-0099 reported wi-fi instability with DEX 39.
INC-00388,LAPTOP-0099,Memory Pressure,Medium,2026-07-16T07:00:00Z,LAPTOP-0099 reported memory pressure with DEX 39.
INC-00389,LAPTOP-0099,VPN Disconnect,Critical,2026-07-18T20:00:00Z,LAPTOP-0099 reported vpn disconnect with DEX 39.
INC-00390,LAPTOP-0100,Compliance Drift,Low,2026-07-11T07:00:00Z,LAPTOP-0100 reported compliance drift with DEX 75.
INC-00391,LAPTOP-0100,CPU Saturation,Low,2026-07-09T19:00:00Z,LAPTOP-0100 reported cpu saturation with DEX 75.
INC-00392,LAPTOP-0100,Teams Crash,High,2026-07-09T15:00:00Z,LAPTOP-0100 reported teams crash with DEX 75.
INC-00393,LAPTOP-1204,Memory Pressure,Low,2026-07-21T01:00:00Z,LAPTOP-1204 reported memory pressure with DEX 41.
INC-00394,LAPTOP-1204,VPN Disconnect,Medium,2026-07-07T20:00:00Z,LAPTOP-1204 reported vpn disconnect with DEX 41.
INC-00395,LAPTOP-1204,OneDrive Sync,Critical,2026-07-02T13:00:00Z,LAPTOP-1204 reported onedrive sync with DEX 41.
INC-00396,LAPTOP-1204,Wi-Fi Instability,Low,2026-07-03T05:00:00Z,LAPTOP-1204 reported wi-fi instability with DEX 41.
INC-00397,LAPTOP-1204,Memory Pressure,Low,2026-07-18T11:00:00Z,LAPTOP-1204 reported memory pressure with DEX 41.
INC-00398,LAPTOP-1204,VPN Disconnect,Medium,2026-07-10T09:00:00Z,LAPTOP-1204 reported vpn disconnect with DEX 41.
INC-00399,LAPTOP-1204,OneDrive Sync,Medium,2026-07-14T02:00:00Z,LAPTOP-1204 reported onedrive sync with DEX 41.
INC-00400,LAPTOP-1507,CPU Saturation,Medium,2026-07-19T00:00:00Z,LAPTOP-1507 reported cpu saturation with DEX 58.
INC-00401,LAPTOP-1507,Teams Crash,Medium,2026-07-06T13:00:00Z,LAPTOP-1507 reported teams crash with DEX 58.
INC-00402,LAPTOP-2031,Teams Crash,High,2026-07-20T07:00:00Z,LAPTOP-2031 reported teams crash with DEX 49.
INC-00403,LAPTOP-2031,Disk Full,Low,2026-07-10T20:00:00Z,LAPTOP-2031 reported disk full with DEX 49.
INC-00404,LAPTOP-2031,Compliance Drift,Medium,2026-07-23T03:00:00Z,LAPTOP-2031 reported compliance drift with DEX 49.
INC-00405,LAPTOP-9910,OneDrive Sync,Low,2026-07-13T03:00:00Z,LAPTOP-9910 reported onedrive sync with DEX 46.
INC-00406,LAPTOP-9910,Wi-Fi Instability,High,2026-07-18T03:00:00Z,LAPTOP-9910 reported wi-fi instability with DEX 46.
INC-00407,LAPTOP-9910,Memory Pressure,Low,2026-07-02T11:00:00Z,LAPTOP-9910 reported memory pressure with DEX 46.
INC-00408,LAPTOP-9910,VPN Disconnect,Low,2026-07-11T19:00:00Z,LAPTOP-9910 reported vpn disconnect with DEX 46.
INC-00409,LAPTOP-9910,OneDrive Sync,Medium,2026-07-05T01:00:00Z,LAPTOP-9910 reported onedrive sync with DEX 46.
